College Name,City
Odaiyappa College of Engineering and Technology,Theni
Nuva College of Engineering and Technology,Nagpur
NRI Institute of Research and Technology,Bhopal
NRI Institute of Technology and Management,Gwalior
Nova Institute of Technology,Eluru
NIMT Institute of Engineering and Technology,Jaipur
NIMRA College of Engineering and Technology,Vijayawada
Nigama Engineering College,Karim Nagar
Nexus College of Science and Technology,Ranga Reddy
NITS Mirza - NETES Institute of Technology and Science,Mirza
Navodaya Institute of Technology,Raichur
NCE Tirunelveli - Nellai College of Engineering,Tirunelveli
Narayanadri Institute of Science and Technology,Cuddapah
Nagarjuna Institute of Technology and Sciences,Miryalguda
Nadgir Institute of Engineering and Technology,Bangalore
NSN College of Engineering and Technology,Karur
Murthy Institute of Technology and Science,Hyderabad
Mumtaz College of Engineering and Technology,Hyderabad
SRIT Jabalpur - Shri Ram Institute of Technology,Jabalpur
SRCT Bhopal - Shri Ram College of Technology,Bhopal
Shri Gulabrao Deokar College of Engineering,Jalgaon
Shri Girraj Maharaj College of Engineering and Management,Mathura
SBIT Sonipat - Shri Balwant Institute of Technology,Sonipat
Shreeyash College of Engineering and Technology,Aurangabad
Shree Siddhivinayak Group of Institutions,Bilaspur
SRCOE Pune - Shree Ramchandra College of Engineering,Pune
SLRTCE Thane - Shree LR Tiwari College of Engineering,Thane
SIST Bhopal - Shree Institute of Science and Technology,Bhopal
Shree Digamber Institute of Technology,Dausa
SSITM Aligarh - Shivdan Singh Institute of Technology and Management,Aligarh
Shivani Engineering College,Tiruchirappalli
Shivalik Institute of Engineering and Technology,Ambala
Shivalik College of Engineering,Dehradun
Shivajirao S Jondhle College of Engineering and Technology,Thane
Shiva Rama Krishna College of Engineering and Technology,Srikakulam
Shiv Shankar Institute of Engineering and Technology,Patti
Sri Sairam College of Engineering,Bangalore
Shetty Institute of Technology,Gulbarga
Sherwood College of Engineering Research and Technology,Barabanki
Shekhawati Institute of Engineering and Technology,Sikar
Shekhawati Engineering College,Jhunjhunu
Sha-Shib College of Technology,Bhopal
Sharad Institute of Technology College of Engineering,Yadrav
Shanmuganathan Engineering College,Thirumayam
Shamli Institute of Engineering and Technology,Shamli
Shaheed Udham Singh Engineering College,Mohali
SCET Hyderabad - Shadan College of Engineering and Technology,Hyderabad
Sembodai Rukmani Varatharajan Engineering College,Nagapattinam
Seemanta Engineering College,Mayurbhanj
SIET Bijapur - SECAB Institute of Engineering and Technology,Bijapur
SCAD College of Engineering and Technology,Tirunelveli
Satyam Institute of Engineering and Technology,Amritsar
Satyam College of Engineering,Ghaziabad
Satara College of Engineering and Management,Satara
Sat Priya Group of Institutions,Rohtak
SKITM Bahadurgarh - Sat Kabir Institute of Technology and Management,Bahadurgarh
Sarojini Institute of Technology,Krishna
Saroj Mohan Institute of Technology,Hooghly
Sardar Patel Institute of Technology and Management,Mandleshwar
Saraswati Institute of Technology and Management,Lucknow
Saraswati Institute of Engineering and Technology,Ghaziabad
Saraswati Higher Education and Technical College of Engineering,Varanasi
Sanmati Engineering College,Washim
Sanketika Vidya Parishad Engineering College,Visakhapatnam
Sanketika Institute of Technology and Management,Visakhapatnam
Sankalchand Patel College of Engineering,Visnagar
SMIT Berhampur - Sanjay Memorial Institute of Technology,Berhampur
Sanjay Ghodawat University,Kolhapur
Sushila Devi Bansal College of Engineering,Indore
Aditya College of Engineering,Chittoor
College of Dairy Science and Technology Mannuthi,Thrissur
Palakkad Institute of Science and Technology,Palakkad
Yadavindra College of Engineering,Talwandi Sabo
Rungta Engineering College,Raipur
Institute of Mass Communication and Media Technology Kurukshetra University,Kurukshetra
RITM Palwal - Rattan Institute of Technology and Management,Faridabad
Guru Nanak Dev University Regional Campus,Sathiala
Baderia Global Institute of Engineering and Management,Jabalpur
PIET Jaipur - Poornima Institute of Engineering and Technology,Jaipur
VIT Jaipur - Vivekananda Institute of Technology,Jaipur
Shri Ram Murti Smarak College of Engineering Technology and Research Bareilly (SRMSCET Bareilly) - Shri Ram Murti Smarak College of Engineering Technology and Research,Bareilly
JNTUH College of Engineering,Karimnagar
JNTUK University College of Engineering,Vizianagaram
Poornima Group of Institutions,Jaipur
University College of Engineering and Technology,Bikaner
Baldev Ram Mirdha Institute of Technology East Campus,Sitapura
Deepshikha Kala Sansthan Group of Institutions,Jaipur
SJ College of Engineering and Technology,Dausa
Siddhivinayak College of Science and Higher Education,Alwar
Vyas Institute of Engineering and Technology,Jodhpur
Acropolis Institute of Technology and Research,Bhopal
Abhinav Hi-Tech College of Engineering,Hyderabad
GATE Nalgonda - Gandhi Academy of Technical Education,Nalgonda
Chadalawada Venkata Subbaiah College of Engineering,Tirupati
Golden Valley Integrated Campus,Madanapalle
Hasvita Institute of Science and Technology,Hyderabad
Princeton College of Engineering and Technology,Ghatkesar
Sri Venkateswara Engineering College,Suryapet
Shriram Institute of Engineering and Technology Centre,Solapur
Shri Sai College of Engineering,Aurangabad
Shri Shivaji Education Society's College of Engineering and Technology,Yavatmal
Terna Public Charitable Trust's College of Engineering,Osmanabad
Devraj Group's Technical Campus,Firozpur
Rayat-Bahra College of Engineering and Nano Technology for Women,Hoshiarpur
Swami Sarvanand Institute of Engineering and Technology,Dinanagar
Jai Parkash Mukand Lal Innovative Engineering and Technology Institute,Radaur
Shaheed Udham Singh Engineering College,Tangori
PSN Engineering College,Tirunelveli
St Joseph's College of Engineering and Technology,Thanjavur
The Kavery College of Engineering,Salem
Maharana Pratap College of Engineering,Kanpur
SAL Institute of Engineering,Ahmedabad
PIET Nagpur - Priyadarshini Institute of Engineering and Technology,Nagpur
NRI Institute of Technology,Guntur
Seshachala Institute of Engineering and Technology,Tirupati
Shri Rawatpura Sarkar Institute of Technology -2,Raipur
School of Engineering and Technology Ganga Technical Campus,Bahadurgarh
Delhi Technical Campus,Greater Noida
Institute of Technology and Management Universe,Vadodara
LJIET Ahmedabad - LJ Institute of Engineering and Technology,Ahmedabad
ACSCE Bangalore - ACS College of Engineering,Bangalore
DAV Institute of Engineering and Technology,Palamu
Nilaai Educational Trusts Group of Institutions,Ranchi
Central Institute of Technology,Raipur
Government Engineering College,Jagdalpur
CCET Bhilai - Christian College of Engineering and Technology,Bhilai
Vindhya Institute of Technology and Science,Raipur
LNJPIT Chhapra - Loknayak Jai Prakash Institute of Technology,Chhapra
GRD Institute of Management and Technology,Dehradun
Phonics Group of Institutions,Roorkee
Bhabha College of Engineering,Ramabai Nagar
Dr Virendra Swarup Memorial Trust Group of Institutions,Unnao
Heeralal Yadav Institute of Technology and Management,Lucknow
Ashoka Institute of Technology and Management,Varanasi
RD Foundation Group of Institutions,Ghaziabad
BN College of Engineering and Technology,Lucknow
RRIMT Lucknow - RR Institute of Modern Technology,Lucknow
Sri Krishna Yogi Raj Technical Institute,Hathras
RB Institute of Technology,Agra
Sunder Deep College of Engineering and Research Centre,Ghaziabad
"DNS College of Engineering and Technology,Amroha",NULL
ITM Gorakhpur - Institute of Technology and Management,Gorakhpur
MGMCET Noida - Mahatma Gandhi Mission College of Engineering and Technology,Noida
Synergy Institute of Engineering and Technology,Dhenkanal
BBDEC Lucknow - Babu Banarasi Das Engineering College,Lucknow
University College of Engineering,Ramanathapuram
University College of Engineering,Pattukkottai
University College of Engineering,Panruti
UCE,BIT Campus
University College of Engineering,Tindivanam
University College of Engineering,Arni
PMR Engineering College,Chennai
GNDEC Ludhiana - Guru Nanak Dev Engineering College,Ludhiana
College of Engineering and Management,Kapurthala
BMSCE Muktsar - Bhai Maha Singh College of Engineering,Muktsar
LKCE Ghaziabad - Lord Krishna College of Engineering,Ghaziabad
Holy Grace Academy of Engineering,Mala
VKR VNB and AGK College of Engineering,Krishna
College of Agricultural Engineering and Technology,Akola
Vishveshwarya Group of Institutions,Gautam Buddha Nagar
TRUBA Institute of Engineering and Information Technology,Bhopal
RR Institute of Technology,Bangalore
School of Engineering and Emerging Technologies Baddi University of Emerging Sciences and Technology,Baddi
Doaba Faculty of Engineering and Technology,Nawanshahr
College of Engineering and Management Punjabi University Neighbourhood Campus,Rampura Phul
Dr Paul Raj Engineering College,East Godavari
St Martin's Engineering College,Secunderabad
VRS and YRN College of Engineering and Technology,Prakasam
WIT Dehradun - Women's Institute of Technology,Dehradun
Dev Bhoomi Institute of Technology and Engineering,Dehradun
PES Institute of Technology,Bangalore
Triguna Sen School of Technology Assam University,Silchar
Mahindra University Hyderabad - Mahindra Ecole Centrale,Hyderabad
Vidya Bharati Mahavidyalaya,Amravati
Kamla Nehru Mahavidyalaya,Nagpur
Jaya Institute of Technology,Kanchipadi
Tolani Maritime Institute,Induri
DCET Hyderabad - Deccan College of Engineering and Technology,Hyderabad
Chaibasa Engineering College,Chaibasa
JSPMs Bhivarabai Sawant Institute of Technology and Research,Pune
Amity Institute of Biotechnology,Noida
NDA Pune - National Defence Academy,Pune
Amity Institute of Food Technology,Noida
Indraprastha Institute of Technology and Management,New Delhi
Lakshmi Narain College of Technology Excellence,Bhopal
PIEMR Indore - Prestige Institute of Engineering Management and Research,Indore
Naraini Group of Institutions,Karnal
Bharat College of Engineering,Thane
Universal College of Engineering,Thane
Smt Shantaben Haribhai Gajera Engineering College,Amreli
HIMT College Chennai - Hindustan Institute of Maritime Training,Kalpakkam
YSR Engineering College,Proddatur
Intell Engineering College,Anantapur
Sreenivasa College of Engineering and Technology,Kurnool
Azmet Institute of Technology,Kishanganj
Smt Dharini Anilkumar Shukla Education Campus,Mahemdabad
Himachal Institute of Technology,Sirmour
Atal Bihari Vajpayee Government Institute of Engineering and Technology,Pragatinagar
Vaageswari College of Engineering,Karimnagar
Mahatma Gandhi Universe Institute,Unnao
Vaageswari Engineering College,Karimnagar
Chaitanya University,Hanamkonda
RL Institute of Nautical Sciences,Madurai
Southern Academy of Maritime Studies,Thiruvallur
TRR College of Technology,Hyderabad
Gramin Technical and Management Campus,Nanded
Pravin Patil College of Diploma Engineering and Technology,Thane
PSG Institute of Advanced Studies,Coimbatore
Cluster Innovation Centre University of Delhi,Delhi
Mahatma Gandhi University,Nalgonda
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth,Dapoli
EIILM University,Jorethang
Gondwana University,Gadchiroli
Guru Kashi University,Talwandi Sabo
IKG PTU Jalandhar - IK Gujral Punjab Technical University,Jalandhar
Indira Gandhi University,Meerpur
Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry,Bharsar
Mohammad Ali Jauhar University,Rampur
MRK Institute of Technology,Cuddalore
Mount Zion Institute of Science and Technology,Alappuzha
Mohamed Sathak AJ College of Engineering,Chennai
Misrimal Navajee Munoth Jain Engineering College,Chennai
Mina Institute of Engineering and Technology for Women,Miryalguda
Medak College of Engineering and Technology,Hyderabad
Maya Institute of Technology and Management,Dehradun
Matoshri College of Engineering and Research Centre,Nashik
Mathuradevi Institute of Technology and Management,Indore
Maryland Institute of Technology and Management,Galudih
MMIT Pune - Marathwada Mitra Mandal's Institute of Technology,Pune
Mandsaur Institute of Technology Indore Campus,Indore
Mandava Institute of Engineering and Technology,Jaggayyapeta
Malhotra Technical Research Institute,Bhopal
MGIT Hyderabad - Mahatma Gandhi Institute of Technology,Hyderabad
Mahatma Gandhi Institute of Engineering and Management,Indore
Mahatma Gandhi Engineering College,Jaipur
Maharishi Ved Vyas Engineering College,Yamuna Nagar
Maharishi Arvind College of Engineering and Research Centre,Jaipur
Maharana Pratap College For Women,Kanpur
Maharana Institute of Professional Studies,Kanpur
Maharaja Institute of Technology,Khordha
Maharaja College of Engineering,Udaipur
Mahalakshmi Engineering College,Tiruchirappalli
Maha Barathi Engineering College,Villupuram
SRM Madurai College for Engineering and Technology,Sivaganga
Jeppiaar Maamallan Engineering College,Sriperumbudur
Maa Bamleshwari Institute of Technology and Management,Rajnandgaon
MP Nachimuthu M Jaganathan Engineering College,Chennimalai
MAR College of Engineering and Technology,Pudukkottai
LMITM Lucknow - Lucknow Model Institute of Technology and Management,Lucknow
Loyola Institute of Technology,Chennai
Lord Venkateshwaraa Engineering College,Kancheepuram
Lord Jegannath College of Engineering and Technology,Kanyakumari
Lendi Institute of Engineering and Technology,Vizianagaram
Leelavati Awhad Institute of Technology and Management Studies and Research,Thane
LMEC Madurai - Latha Mathavan Engineering College,Madurai
Laqshya Institute of Technology and Sciences,Khammam
Laljibhai Chaturbhai Institute of Technology,Mehsana
LNCTS Bhopal - Lakshmi Narain College of Technology and Science,Bhopal
Kumaran Institute of Technology,Chennai
Kshatriya College of Engineering,Nizamabad
Kruttika Institute of Technical Education,Khordha
KEC Bhubaneswar - Krupajal Engineering College,Bhubaneswar
KRS College of Engineering,Tiruvannamalai
KITE Hyderabad - Krishna Murthy Institute of Technology and Engineering,Ghatkesar
Krishna Engineering College,Ghaziabad
Krishna Chaitanya Institute of Technology and Sciences,Markapur
KITS Kottayam - Kottayam Institute of Technology and Science,Kottayam
Kopal Institute of Science and Technology,Bhopal
Subhash Kool College of Engineering,Pune
Subas Institute of Technology,Bhubaneswar
Star Lion College of Engineering and Technology,Thanjavur
St Thomas College of Engineering and Technology,Kolkata
St Mark Educational Institution Society Group of Institution,Anantapur
St Xavier's Catholic College of Engineering,Kanyakumari
St Thomas College of Engineering and Technology,Alappuzha
SACET Chirala - St Ann's College of Engineering and Technology,Chirala
St Anne's College of Engineering and Technology,Cuddalore
SSM College of Engineering,Namakkal
SRSCET Salem - SRS College of Engineering and Technology,Salem
Srinivasa Institute of Technology and Science,Kadapa
SIT Mangalore - Srinivas Institute of Technology,Mangalore
SriGuru Institute of Technology,Coimbatore
Sri KS Raju Institute of Technology and Sciences,Ranga Reddy
Sri Subramanya College of Engineering and Technology,Palani
Sri Satya Narayana College of Engineering and Technology,Ongole
Sri Sai College of Engineering and Technology,Anantapur
Sri Ramakrishna College of Engineering,Perambalur
Sri Prakash College of Engineering,East Godavari
Sri Padmavathi College of Engineering,Kancheepuram
Sri Padmavathi Engineering College,Nellore
Sri Nagoji Rao Institute of Technology and Science,Mahaboobnagar
Sri Muthukumaran Institute of Technology,Chennai
Sri Manakula Vinayagar Engineering College,Puducherry
Sri Krishna College of Engineering,Arakkonam
Sri Kottam Tulasi Reddy Memorial College of Engineering,Mahabubnagar
Sri Kalaimagal College of Engineering,Thiruvallur
Sri Ganganagar Engineering College,Sri Ganganagar
Sri Chaitanya Engineering College,Visakhapatnam
Sri Balaji Chockalingam Engineering College,Tiruvannamalai
Sree Sastha Institute of Engineering and Technology,Chennai
SSEC Coimbatore - Sree Sakthi Engineering College,Coimbatore
SNGCET Kannur - Sree Narayana Guru College of Engineering and Technology,Kannur
Sree Chaitanya Institute of Technological Sciences,Karimnagar
SR Institute of Management and Technology,Lucknow
SEC Hyderabad - Sphoorthy Engineering College,Hyderabad
Sophitorium Engineering College,Khordha
Sonipat Institute of Engineering and Management,Sonipat
Somany PG Institute of Technology and Management,Rewari
SNJB's Late Sau Kantabai Bhavarlalji Jain College of Engineering,Nashik
Sivaji College of Engineering and Technology,Kanyakumari
SVIT Nashik - Sir Visvesvaraya Institute of Technology,Nashik
Viswam Engineering College,Chittoor
Siddhartha Institute of Technology and Sciences,Ghatkesar
Sun Engineering College,Durg
Bhilai Institute of Technology,Raipur
Bhartiya Institute of Engineering and Technology,Sikar
SPIT Mumbai - Sardar Patel Institute of Technology,Mumbai
JNIT Hyderabad - Jawaharlal Nehru Institute of Technology,Ibrahimpatnam
Bharat Institute of Technology and Science for Women,Ibrahimpatnam
BGIET Sangrur - Bhai Gurdas Institute of Engineering and Technology,Sangrur
Bhagwati Institute of Technology and Science,Ghaziabad
BIT Muzaffarnagar - Bhagwant Institute of Technology,Muzaffarnagar
Bhabha Institute of Technology,Kanpur Dehat
BITM Santiniketan - Bengal Institute of Technology and Management,Santiniketan
Benaiah Institute of Technology and Sciences,Rajahmundry
Beehive College of Engineering and Technology,Dehradun
BCET Gurdaspur - Sardar Beant Singh State University,Gurdaspur
Baselios Mathews II College of Engineering,Kollam
Basava Academy of Engineering,Bangalore
BRM International Institute of Technology,Bhubaneswar
Bansal Institute of Engineering and Technology,Meerut
BCET Balasore - Balasore College of Engineering and Technology,Balasore
Balamani Arunachalam Educational and Charitable Trust's Group of Institution- Faculty of Engineering,Kancheepuram
Balaji Institute of Technology Management and Research,Rajnandgaon
BITS Warangal - Balaji Institute of Technology and Science,Narsampet
Jagannath Institute of Technology,Chennai
Balaghat Engineering College,Latur
Badari Institute of Technology and Sciences for Women,Kakinada
KDK College of Engineering,Umrer
BBDIT Ghaziabad - Babu Banarsi Das Institute of Technology,Ghaziabad
Baba Hira Singh Bhattal Institute of Engineering and Technology,Lehragaga
Baba Farid College of Engineering and Technology,Bathinda
BBSBEC Fatehgarh Sahib - Baba Banda Singh Bahadur Engineering College,Fatehgarh Sahib
BS Anangpuria Institute of Technology and Management,Faridabad
BR Harne College of Engineering and Technology,Thane
AITM Kanpur - Axis Institute of Technology and Management,Kanpur
Axis College of Engineering and Technology,Thrissur
AVS College of Engineering and Technology,Nellore
Avanthi's Scientific Technological and Research Academy,Hayathnagar
Aurora's Technical and Management Campus,Hyderabad
ATRI Hyderabad - Aurora's Technological and Research Institute,Hyderabad
Aurora's Seethaiah Engineering College,Nalgonda
Aurora's Scientific Technological and Research Academy,Hyderabad
ACE Aurangabad - Aurangabad College of Engineering,Aurangabad
Audisankara College of Engineering and Technology,Gudur
Auden Technology and Management Academy,Bangalore
Atmakur Engineering College,Nellore
Asra College of Engineering and Technology,Sangrur
ASL Pauls College of Engineering and Technology,Coimbatore
Asia School of Engineering and Management,Lucknow
Ashoka Institute of Technology and Management,Rajnandgaon
AEC Asansol - Asansol Engineering College,Asansol
Aryans College of Engineering,Patiala
AIET Bhubaneswar - Aryan Institute of Engineering and Technology,Bhubaneswar
Arunai College of Engineering,Tiruvannamalai
Arulmigu Meenakshi Amman College of Engineering,Tiruvannamalai
Arul College of Technology,Radhapuram
Arrdekta Institute of Technology,Sabarkantha
Arignar Anna Institute of Science and Technology,Kancheepuram
Archana Institute of Technology,Krishnagiri
ACEM Faridabad - Aravali College of Engineering and Management,Faridabad
Arasu Engineering College,Kumbakonam
Applied College of Management and Engineering,Palwal
Apollo Institute of Technology,Kanpur
Apex Institute of Management and Technology,Karnal
Anurag Engineering College,Kodad
AEC Chikhli - Anuradha Engineering College,Buldana
Annamalaiar College of Engineering,Tiruvannamalai
Annai Veilankanni's Group of Educational Institutions,Chennai
Annai Vailankanni College of Engineering,Kanyakumari
Annai Teresa College of Engineering,Thirunavalur
Annai College of Engineering and Technology,Kumbakonam
Anand Institute of Higher Technology,Chennai
AIEMS Bangalore - Amruta Institute of Engineering and Management Sciences,Bangalore
AGC Amritsar - Amritsar Group of Colleges,Amritsar
Amrapali Institute of Technology and Sciences,Haldwani
Amina Institute of Technology,Shamirpet
Amara Institute of Engineering and Technology,Guntur
Aman Bhalla Institute of Engineering and Technology,Pathankot
Amalapuram Institute of Management Sciences and College of Engineering,Mummidivaram
Alpine Institute of Technology,Ujjain
ACCET Karaikudi - Alagappa Chettiar College of Engineering and Technology,Karaikudi
Aksheyaa College of Engineering,Kancheepuram
Ajmer Institute of Technology,Ajmer
AKGEC Ghaziabad - Ajay Kumar Garg Engineering College,Ghaziabad
Agricultural Engineering College and Research Institute,Coimbatore
Agnihotri College of Engineering,Wardha
AITM Palwal - Advanced Institute of Technology and Management,Palwal
RTE Society's Rural Engineering College,Hulkoti
RP Inderaprastha Institute of Technology,Karnal
RK College of Engineering,Vijayawada
Quba College of Engineering and Technology,Nellore
Purandar College of Engineering and Management Research,Pune
College of Engineering and Management,Kolaghat
ADIT Anand - AD Patel Institute of Technology,Anand
GECG - Government Engineering College,Gandhinagar
Srinivas School of Engineering,Mangalore
BIT Patna - Birla Institute of Technology,Patna
NCER Pune - Nutan College of Engineering and Research,Pune
Sharnbasva University,Kalaburagi
Sri Vinayaka Institute of Technology,Kolar
St Mary's Engineering College,Bhuvanagiri
CSI Wesley Institute of Technology and Sciences,Secunderabad
IK Gujral Punjab Technical University Campus,Hoshiarpur
IK Gujral Punjab Technical University Campus,Khunimajra
Punjab State Aeronautical Engineering College,Patiala
Shri Vishwakarma Skill University,Gurugram
PRIST School of Engineering and Technology,Chennai
Girijananda Chowdhury Institute of Management and Technology,Tezpur
Gauhati University Institute of Science and Technology,Guwahati
Shree Siddheshwar Women's College of Engineering,Solapur
University Institute of Technology,Shivpuri
Government Engineering College,Daman
AIMSCS - CR Rao Advanced Institute of Mathematics Statistics and Computer Science,Hyderabad
Gregorian Institute of Technology,Kottayam
School of Information Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya,Bhopal
St Mary's Women's Engineering College,Guntur
College of Basic Sciences and Humanities,Pusa
Aurora's Technological Institute,Chikkadpally
College of Dairy Science,Amreli
Government Engineering College,Siwan
School of Technology Pandit Deendayal Energy University,Gandhinagar
Koneru Lakshmaiah Education Foundation Off Campus,Aziznagar
Rayalaseema University College of Engineering,Kurnool
Government Engineering College Aurangabad,Bihar
Government Engineering College,Madhubani
School of Computer Science and Engineering XIM University,Bhubaneswar
Rayat Bahra University School of Engineering and Technology,Mohali
Raja Bazar Science College University of Calcutta,Kolkata
College of Agricultural Information Technology,Anand
Anna University Regional Campus,Tirunelveli
Bharati Vidyapeeth Deemed University Amplify Department of Information Technology and Management,Pune
Sri Chaitanya DJR Institute of Technology,Krishna
School of Engineering OP Jindal University,Raigarh
Mahatma Gandhi Government Engineering College,Jeori
Institute of Technology,University of Kashmir
KMCT College of Engineering for Emerging Technology,Kozhikode
Military College of Telecommunication Engineering,Indore
Government Engineering College,Barmer
School of Engineering and Technology University of Technology,Jaipur
Faculty of Dairy Technology Agriculture University,Jodhpur
Faculty of Agriculture Engineering Agriculture University,Jodhpur
Department of Engineering and Technology JIS University,Kolkata
Department of Computer Science and Information Technology Mahatma Jyotiba Phule Rohilkhand University,Bareilly
Institute of Engineering and Technology Dr Ram Manohar Lohia Avadh University,Faizabad
Swaminarayan Siddhanta Institute of Technology,Nagpur
Symbiosis Institute of Technology,Nagpur
Asha M Tarsadia Institute of Computer Science and Technology,Bardoli
Bhagwan Mahaveer College of Engineering and Management,Sonipat
YIT Mangalore - Yenepoya Institute of Technology,Mangalore
College of Engineering,Muttathara
Cooch Behar Government Engineering College,Cooch Behar
Prime Institute of Engineering and Technology,Navsari
Shri Shivaji College of Agricultural Biotechnology,Amravati
IK Gujral Punjab Technical University Campus,Batala
GCOEN Nagpur - Government College of Engineering,Nagpur
Jaya College of Engineering and Technology,Chennai
Jaya Sakthi Engineering College,Thiruninravur
Spectrum College of Technology,Salem
Christ Institute of Technology,Puducherry
Ramchandra Chandravansi Institute of Technology,Bishrampur
SIT Sitamarhi - Sitamarhi Institute of Technology,Sitamarhi
Apex Institute of Technology,Chandigarh
University College of Engineering and Technology for Women KU Campus,Warangal
Dr VR Godhania College of Engineering and Technology,Porbandar
Bharat Group of Colleges,Mansa
MK Group of Institutions,Amritsar
Oriental Institute of Science and Technology,Indore
ICFAI Tech Hyderabad - ICFAI Tech,Hyderabad
MATS School of Engineering and Information Technology,Raipur
International Institute for Aerospace Engineering and Management Jain University,Bangalore
NSHM College of Management and Technology,Durgapur
Compucom Institute of Technology and Management,Jaipur
School of Agriculture Suresh Gyan Vihar University,Jaipur
College of Horticulture Engineering and Food Technology,Devihosur
College of Agriculture,Hassan
College of Agriculture,Bangalore
College of Agriculture,Dharwad
College of Agricultural Engineering,Raichur
Jain College of Engineering and Technology,Hubballi
Bhawani Sao Ramlal Sao Memorial College of Agricultural Engineering and Technology and Research Station,Mungeli
Chhattisgarh Agriculture Engineering College,Durg
MK College of Engineering and Technological Research,Patan
FD Mubin Degree College of Engineering,Bahiyal
NMIMS Indore - Narsee Monjee Institute of Management Studies,Indore
College of Dairy Science and Technology,Pookode
Shri Vile Parle Kelavani Mandal's Institute of Technology,Dhule
Bonam Venkata Chalamayya Engineering College,Rajahmundry
University College of Engineering JNTUK,Narasaraopet
BP Mandal College of Engineering,Madhepura
SCE Saharsa - Saharsa College of Engineering,Saharsa
Government College of Engineering,Yavatmal
Dev Bhoomi Uttarakhand University,Dehradun
University School of Automation and Robotics,Delhi
Sri Jayachamarajendra College of Engineering,Mysuru
Amity University,Greater Noida Campus
College of Food Technology,Parbhani
Queen's College of Food Technology and Research Foundation,Aurangabad
College of Agricultural Engineering and Technology Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,Srinagar
University College of Engineering Adikavi Nannaya University,Rajahmundry
The Apollo University,Chittoor
College of Engineering Dr APJ Abdul Kalam University,Indore
Shri Ramakrishna College of Engineering Science and Management,Satna
Shree Parekh Engineering College,Mahuva
Pune Vidyarthi Griha's College of Engineering and SS Dhamankar Institute of Management,Nashik
Amrita School of Engineering,Chennai
Government Engineering College,Nargund
Verghese Kurien Institute of Dairy and Food Technology,Mannuthy
Government Engineering College,Mosalehosahalli
SKIPS University,Ahmedabad
Sikkim International University,West Sikkim
NIMS School of Applied Sciences and Technology NIMS University,Jaipur
Graphic Era Hill University,Haldwani Campus
Crimson Institute of Technology,Bandlaguda
ASIA School of Engineering,Ahmedabad
Prabhu Kailash Engineering College,Aurangabad
Anjaneya University,Raipur
GM University,Davangere
College of Agricultural Engineering and Technology,Dapoli
Government College of Engineering,Keonjhar
NMIET Pune - Nutan Maharashtra Institute of Engineering and Technology,Pune
SCTCE - Sree Chitra Thirunal College of Engineering,Thiruvananthapuram
PVPSIT Vijayawada - Prasad V Potluri Siddhartha Institute of Technology,Vijayawada
SECE Coimbatore - Sri Eshwar College of Engineering,Coimbatore
IFTM University,Moradabad
Global Research Institute of Management and Technology,Yamuna Nagar
Maharashtra Animal and Fishery Sciences University,Nagpur
Sree Dattha Group of Institutions Integrated Campus,Ibrahimpatnam
Abhyuday University,Khargone
KMCT Institute of Technology and Management,Malappuram
JCET Ottapalam - Jawaharlal College of Engineering and Technology,Palakkad
Sri Sai Ram Institute of Technology,Chennai
Audisankara College of Engineering and Technology,Kodavalur
Plaksha University,Mohali
NEFTU - North East Frontier Technical University,West Siang
SRHU Dehradun - Swami Rama Himalayan University,Dehradun
Indira Gandhi Technological and Medical Sciences University,Ziro
Assam Don Bosco University,Guwahati
ADTU Guwahati - Assam Down Town University,Guwahati
PMIST Thanjavur - Periyar Maniammai Institute of Science and Technology,Thanjavur
SVUCE Tirupati - Sri Venkateswara University College of Engineering,Tirupati
Tolani Maritime Institute,Mumbai
Kodada Institute of Technology and Science for Women,Nalgonda
KMEA Engineering College,Ernakulam
KMCT College of Engineering for Women,Kozhikode
KITE College of Professional Engineering Sciences,Ranga Reddy
Kishanganj College of Engineering and Technology,Kishanganj
Kirodimal Institute of Technology,Raigarh
Kings Engineering College,Sriperumbudur
Kings College of Engineering,Pudukottai
King College of Technology,Namakkal
Khurana Sawant Institute of Engineering and Technology,Hingoli
KBNCE Gulbarga - Khaja Banda Nawaz College of Engineering,Gulbarga
KGiSL Institute of Technology,Coimbatore
KMIT Hyderabad - Keshav Memorial Institute of Technology,Hyderabad
KCT Engineering College,Gulbarga
KIT Varanasi - Kashi Institute of Technology,Varanasi
Karpagam Institute of Technology,Coimbatore
Karmaveer Bhaurao Patil College of Engineering,Satara
KIT Kanpur - Kanpur Institute of Technology,Kanpur
KANKSA Academy of Technology and Management,Burdwan
KNIT Sultanpur - Kamla Nehru Institute of Technology,Sultanpur
KITS karimnagar - Kamala Institute of Technology and Science,Singapur
Kalpi Institute of Technology,Ambala
SAGE University Bhopal - Sanjeev Agrawal Global Educational University,Bhopal
MGM University,Aurangabad
Drs Kiran and Pallavi Patel Global University,Vadodara
Chaitanya Engineering College,Visakhapatnam
Rayat Institute of Engineering and Information Technology Ropar Campus,Ropar
TIIPS Greater Noida - Trinity Institute of Innovations in Professional Studies,Greater Noida
GVPCE Visakhapatnam - Gayatri Vidya Parishad College of Engineering,Visakhapatnam
